Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
HH2,Heating/cooling,Nitrous oxide,2012.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2012.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2012.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2013.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2013.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2013.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2013.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2014.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2014.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2014.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2014.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2015.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2015.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2015.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2015.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2016.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2016.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2016.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2016.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2017.03,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2017.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2017.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2017.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2018.03,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2018.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2018.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2018.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2019.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2019.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2019.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2019.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2020.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2020.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2020.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2020.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2021.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2021.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2021.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2021.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2022.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2022.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2022.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2022.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2023.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2023.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2023.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Nitrous oxide,2023.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2010.03,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2010.06,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2010.09,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2010.12,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2011.03,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2011.06,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2011.09,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2011.12,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2012.03,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2012.06,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2012.09,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2012.12,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2013.03,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2013.06,19,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2013.09,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2013.12,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2014.03,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2014.06,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2014.09,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2014.12,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2015.03,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2015.06,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2015.09,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2015.12,20,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2016.03,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2016.06,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2016.09,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2016.12,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2017.03,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2017.06,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2017.09,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2017.12,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2018.03,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2018.06,21,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2018.09,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2018.12,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2019.03,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2019.06,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2019.09,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2019.12,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2020.03,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2020.06,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2020.09,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2020.12,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2021.03,22,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2021.06,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2021.09,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2021.12,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2022.03,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2022.06,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2022.09,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2022.12,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2023.03,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2023.06,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2023.09,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Methane,2023.12,23,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2010.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2010.06,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2010.09,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2010.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2011.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2011.06,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2011.09,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2011.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2012.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2012.06,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2012.09,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2012.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2013.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2013.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2013.09,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2013.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2014.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2014.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2014.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2014.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2015.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2015.06,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2015.09,13,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2015.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2016.03,11,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2016.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2016.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2016.12,10,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2017.03,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2017.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2017.09,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2017.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2018.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2018.06,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2018.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2018.12,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2019.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2019.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2019.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2019.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2020.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2020.06,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2020.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2020.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2021.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2021.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2021.09,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2021.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2022.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2022.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2022.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2022.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2023.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2023.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2023.09,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide,2023.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2010.03,53,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2010.06,53,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2010.09,54,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2010.12,55,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2011.03,56,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2011.06,56,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2011.09,57,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2011.12,58,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2012.03,58,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2012.06,58,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2012.09,58,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2012.12,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2013.03,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2013.06,58,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2013.09,58,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2013.12,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2014.03,60,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2014.06,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2014.09,62,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2014.12,62,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2015.03,64,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2015.06,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2015.09,69,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2015.12,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2016.03,69,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2016.06,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2016.09,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2016.12,69,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2017.03,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2017.06,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2017.09,67,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2017.12,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2018.03,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2018.06,67,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2018.09,64,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2018.12,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2019.03,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2019.06,64,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2019.09,64,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2019.12,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2020.03,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2020.06,56,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2020.09,63,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2020.12,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2021.03,63,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2021.06,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2021.09,56,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2021.12,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2022.03,58,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2022.06,58,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2022.09,58,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2022.12,60,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2023.03,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2023.06,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2023.09,57,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2023.12,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2010.03,29,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2010.06,29,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2010.09,29,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2010.12,31,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2011.03,31,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2011.06,32,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2011.09,32,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2011.12,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2012.03,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2012.06,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2012.09,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2012.12,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2013.03,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2013.06,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2013.09,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2013.12,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2014.03,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2014.06,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2014.09,35,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2014.12,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2015.03,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2015.06,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2015.09,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2015.12,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2016.03,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2016.06,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2016.09,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2016.12,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2017.03,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2017.06,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2017.09,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2017.12,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2018.03,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2018.06,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2018.09,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2018.12,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2019.03,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2019.06,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2019.09,35,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2019.12,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
